id,timestamp,value
668,10,183
669,10,56
670,10,195
671,10,196
672,10,190
673,10,237
674,10,28
675,10,77
676,10,238
677,10,125
678,10,209
679,10,83
680,10,103
681,10,170
682,10,182
683,10,20
684,10,54
685,10,275
686,10,53
687,10,63
688,10,282
689,10,200
690,10,202
691,10,70
692,10,93
693,10,61
694,10,39
695,10,254
696,10,275
697,10,245
698,10,95
699,10,161
700,10,149
701,10,57
702,10,64
703,10,165
704,10,190
705,10,12
706,10,226
707,10,78
708,10,143
709,10,241
710,10,282
711,10,34
712,10,270
713,10,229
714,10,167
715,10,118
716,10,238
717,10,252
718,10,80
719,10,108
720,10,259
721,10,55
722,10,129
723,10,131
724,10,258
725,10,36
726,10,115
727,10,189
728,10,22
729,10,109
730,10,241
731,10,81
732,10,239
733,10,162
734,10,224
735,10,68
736,10,80
737,10,36
738,10,160
739,10,179
740,10,135
741,10,251
742,10,110
743,10,127
744,10,72
745,10,275
746,10,156
747,10,98
748,10,265
749,10,5
750,10,98
751,10,197
752,10,0
753,10,119
754,10,211
755,10,253
756,10,118
757,10,261
758,10,35
759,10,82
760,10,234
761,10,263
762,10,46
763,10,5
764,10,289
765,10,107
766,10,219
767,10,123
768,10,74
769,10,251
770,10,35
771,10,166
772,10,154
773,10,194
774,10,112
775,10,274
776,10,254
777,10,297
778,10,222
779,10,36
780,10,103
781,10,122
782,10,29
783,10,22
784,10,213
785,10,207
786,10,210
787,10,131
788,10,63
789,10,94
790,10,94
791,10,139
792,10,226
793,10,211
794,10,244
795,10,250
796,10,251
797,10,242
798,10,148
799,10,263
800,10,141
801,10,165
802,10,62
803,10,85
804,10,298
805,10,93
806,10,132
807,10,43
808,10,239
809,10,27
810,10,126
811,10,238
812,10,88
813,10,67
814,10,226
815,10,151
816,10,118
817,10,138
818,10,5
819,10,19
820,10,151
821,10,0
822,10,84
823,10,196
824,10,176
825,10,183
826,10,46
827,10,294
828,10,47
829,10,76
830,10,230
831,10,32
832,10,74
833,10,232
834,10,163
835,10,137
836,10,128
837,10,105
838,10,156
839,10,148
840,10,82
841,10,153
842,10,234
843,10,79
844,10,52
845,10,57
846,10,48
847,10,60
848,10,41
849,10,289
850,10,71
851,10,76
852,10,283
853,10,250
854,10,220
855,10,176
856,10,191
857,10,7
858,10,157
859,10,200
860,10,233
861,10,127
862,10,228
863,10,180
864,10,211
865,10,235
866,10,162
867,10,152
868,10,212
869,10,57
870,10,260
871,10,7
872,10,182
873,10,69
874,10,51
875,10,41
876,10,23
877,10,72
878,10,168
879,10,64
880,10,299
881,10,164
882,10,34
883,10,106
884,10,222
885,10,34
886,10,38
887,10,291
888,10,224
889,10,37
890,10,173
891,10,279
892,10,71
893,10,299
894,10,299
895,10,184
896,10,138
897,10,253
898,10,186
899,10,221
900,10,74
901,10,207
902,10,73
903,10,291
904,10,73
905,10,99
906,10,71
907,10,146
908,10,249
909,10,83
910,10,111
911,10,87
912,10,172
913,10,192
914,10,255
915,10,274
916,10,198
917,10,85
918,10,169
919,10,19
920,10,172
921,10,134
922,10,126
923,10,62
924,10,96
925,10,242
926,10,179
927,10,212
928,10,211
929,10,285
930,10,182
931,10,186
932,10,192
933,10,11
934,10,63
935,10,109
936,10,86
937,10,249
938,10,53
939,10,55
940,10,144
941,10,136
942,10,164
943,10,21
944,10,241
945,10,287
946,10,38
947,10,243
948,10,297
949,10,114
950,10,287
951,10,112
952,10,93
953,10,196
954,10,33
955,10,54
956,10,236
957,10,195
958,10,40
959,10,124
960,10,17
961,10,98
962,10,265
963,10,174
964,10,171
965,10,179
966,10,283
967,10,125
968,10,53
969,10,198
970,10,204
971,10,187
972,10,256
973,10,281
974,10,200
975,10,181
976,10,50
977,10,289
978,10,288
979,10,185
980,10,24
981,10,287
982,10,26
983,10,123
984,10,37
985,10,108
986,10,263
987,10,92
988,10,253
989,10,292
990,10,178
991,10,159
992,10,136
993,10,263
994,10,223
995,10,131
996,10,162
997,10,219
998,10,264
999,10,148
1000,10,277
1001,10,28
1002,10,39
1003,10,174
1004,10,22
1005,10,24
1006,10,67
1007,10,60
1008,10,264
1009,10,179
1010,10,20
1011,10,84
1012,10,268
1013,10,179
1014,10,74
1015,10,3
1016,10,239
1017,10,103
1018,10,48
1019,10,134
1020,10,182
1021,10,46
1022,10,78
1023,10,209
1024,10,127
1025,10,253
1026,10,2
1027,10,195
1028,10,285
1029,10,233
1030,10,3
1031,10,169
1032,10,155
1033,10,71
1034,10,263
1035,10,184
1036,10,17
1037,10,35
1038,10,297
1039,10,250
1040,10,70
1041,10,44
1042,10,244
1043,10,215
1044,10,118
1045,10,110
1046,10,15
1047,10,214
1048,10,54
1049,10,190
1050,10,82
1051,10,29
1052,10,236
1053,10,228
1054,10,189
1055,10,249
1056,10,249
1057,10,167
1058,10,162
1059,10,133
1060,10,177
1061,10,227
1062,10,202
1063,10,117
1064,10,282
1065,10,97
1066,10,92
1067,10,153
1068,10,171
1069,10,217
1070,10,227
1071,10,139
1072,10,74
1073,10,225
1074,10,95
1075,10,297
1076,10,248
1077,10,178
1078,10,84
1079,10,107
1080,10,73
1081,10,98
1082,10,137
1083,10,196
1084,10,220
1085,10,272
1086,10,210
1087,10,73
1088,10,221
1089,10,160
1090,10,50
1091,10,231
1092,10,129
1093,10,210
1094,10,91
1095,10,159
1096,10,174
1097,10,154
1098,10,190
1099,10,257
1100,10,234
1101,10,213
1102,10,62
1103,10,259
1104,10,208
1105,10,34
1106,10,246
1107,10,58
1108,10,3
1109,10,114
1110,10,277
1111,10,48
1112,10,228
1113,10,10
1114,10,14
1115,10,162
1116,10,11
1117,10,116
1118,10,178
1119,10,166
1120,10,43
1121,10,129
1122,10,85
1123,10,256
1124,10,98
1125,10,71
1126,10,50
1127,10,264
1128,10,167
1129,10,53
1130,10,231
1131,10,229
1132,10,187
1133,10,137
1134,10,143
1135,10,204
1136,10,165
1137,10,185
1138,10,180
1139,10,192
1140,10,247
1141,10,64
1142,10,296
1143,10,114
1144,10,128
1145,10,180
1146,10,60
1147,10,18
1148,10,83
1149,10,268
1150,10,40
1151,10,160
1152,10,223
1153,10,62
1154,10,127
1155,10,282
1156,10,90
1157,10,37
1158,10,161
1159,10,295
1160,10,224
1161,10,62
1162,10,7
1163,10,287
1164,10,176
1165,10,82
1166,10,116
1167,10,109
1168,10,3
1169,10,116
1170,10,122
1171,10,227
1172,10,286
1173,10,165
1174,10,281
1175,10,234
1176,10,289
1177,10,22
1178,10,235
1179,10,260
1180,10,6
1181,10,281
1182,10,29
1183,10,221
1184,10,56
1185,10,221
1186,10,20
1187,10,144
1188,10,160
1189,10,98
1190,10,234
1191,10,261
1192,10,288
1193,10,233
1194,10,234
1195,10,36
1196,10,191
1197,10,89
1198,10,24
1199,10,240
1200,10,70
1201,10,81
1202,10,94
1203,10,21
1204,10,233
1205,10,22
1206,10,46
1207,10,48
1208,10,72
1209,10,207
1210,10,3
1211,10,99
1212,10,33
1213,10,297
1214,10,295
1215,10,223
1216,10,83
1217,10,104
1218,10,22
1219,10,128
1220,10,211
1221,10,289
1222,10,247
1223,10,220
1224,10,96
1225,10,84
1226,10,248
1227,10,84
1228,10,87
1229,10,146
1230,10,243
1231,10,119
1232,10,133
1233,10,125
1234,10,181
1235,10,192
1236,10,255
1237,10,79
1238,10,31
1239,10,186
1240,10,218
1241,10,141
1242,10,273
1243,10,210
1244,10,69
1245,10,101
1246,10,223
1247,10,290
1248,10,32
1249,10,75
1250,10,108
1251,10,288
1252,10,292
1253,10,15
1254,10,118
1255,10,104
1256,10,52
1257,10,148
1258,10,233
1259,10,216
1260,10,199
1261,10,115
1262,10,1
1263,10,267
1264,10,240
1265,10,259
1266,10,11
1267,10,280
1268,10,4
1269,10,225
1270,10,50
1271,10,50
1272,10,144
1273,10,92
1274,10,30
1275,10,178
1276,10,271
1277,10,221
1278,10,150
1279,10,14
1280,10,108
1281,10,212
1282,10,10
1283,10,70
1284,10,258
1285,10,126
1286,10,211
1287,10,140
1288,10,9
1289,10,236
1290,10,255
1291,10,101
1292,10,150
1293,10,98
1294,10,149
1295,10,11
1296,10,22
1297,10,236
1298,10,17
1299,10,218
1300,10,143
1301,10,4
1302,10,116
1303,10,290
1304,10,276
1305,10,134
1306,10,227
1307,10,144
1308,10,153
1309,10,202
1310,10,106
1311,10,194
1312,10,49
1313,10,199
1314,10,201
1315,10,220
1316,10,135
1317,10,234
1318,10,58
1319,10,286
1320,10,144
1321,10,284
1322,10,31
1323,10,63
1324,10,246
1325,10,101
1326,10,195
1327,10,152
1328,10,177
1329,10,136
1330,10,210
1331,10,75
1332,10,258
1333,10,292
1334,10,84
1335,10,34
1336,10,178
1337,10,72
1338,10,70
1339,10,238
1340,10,101
1341,10,249
1342,10,54
1343,10,162
1344,10,159
1345,10,4
1346,10,276
1347,10,113
1348,10,49
1349,10,229
1350,10,195
1351,10,190
1352,10,259
1353,10,85
1354,10,157
1355,10,153
1356,10,112
1357,10,279
1358,10,226
1359,10,220
1360,10,118
1361,10,175
1362,10,202
1363,10,109
1364,10,234
1365,10,243
1366,10,203
1367,10,123
1368,10,279
1369,10,50
1370,10,188
1371,10,289
1372,10,296
1373,10,166
1374,10,185
1375,10,43
1376,10,266
1377,10,138
1378,10,76
1379,10,13
1380,10,46
1381,10,1
1382,10,199
1383,10,34
1384,10,29
1385,10,285
1386,10,298
1387,10,84
1388,10,58
1389,10,224
1390,10,121
1391,10,173
1392,10,246
1393,10,208
1394,10,59
1395,10,181
1396,10,293
1397,10,62
1398,10,293
1399,10,268
1400,10,39
1401,10,274
1402,10,55
1403,10,7
1404,10,7
1405,10,42
1406,10,52
1407,10,126
1408,10,123
1409,10,53
1410,10,258
1411,10,62
1412,10,234
1413,10,207
1414,10,234
1415,10,58
1416,10,90
1417,10,52
1418,10,208
1419,10,105
1420,10,238
1421,10,292
1422,10,35
1423,10,114
1424,10,90
1425,10,10
1426,10,78
1427,10,138
1428,10,110
1429,10,177
1430,10,133
1431,10,26
1432,10,239
1433,10,250
1434,10,143
1435,10,9
1436,10,289
1437,10,52
1438,10,208
1439,10,228
1440,10,93
1441,10,202
1442,10,282
1443,10,30
1444,10,108
1445,10,49
1446,10,83
1447,10,81
1448,10,88
1449,10,142
1450,10,14
1451,10,229
1452,10,4
1453,10,141
1454,10,123
1455,10,119
1456,10,298
1457,10,152
1458,10,123
1459,10,202
1460,10,23
1461,10,249
1462,10,125
1463,10,223
1464,10,14
1465,10,281
1466,10,243
1467,10,62
1468,10,96
1469,10,3
1470,10,165
1471,10,209
1472,10,86
1473,10,100
1474,10,245
1475,10,185
1476,10,185
1477,10,49
1478,10,192
1479,10,248
1480,10,49
1481,10,30
1482,10,240
1483,10,26
1484,10,178
1485,10,120
1486,10,85
1487,10,143
1488,10,101
1489,10,285
1490,10,7
1491,10,122
1492,10,77
1493,10,58
1494,10,163
1495,10,21
1496,10,261
1497,10,13
1498,10,173
1499,10,80
1500,10,161
1501,10,271
1502,10,186
1503,10,61
1504,10,116
1505,10,71
1506,10,129
1507,10,31
1508,10,270
1509,10,222
1510,10,214
1511,10,47
1512,10,237
1513,10,177
1514,10,200
1515,10,208
1516,10,181
1517,10,277
1518,10,122
1519,10,232
1520,10,206
1521,10,265
1522,10,71
1523,10,133
1524,10,268
1525,10,189
1526,10,298
1527,10,193
1528,10,61
1529,10,160
1530,10,30
1531,10,109
1532,10,122
1533,10,198
1534,10,211
1535,10,151
1536,10,41
1537,10,30
1538,10,179
1539,10,179
1540,10,77
1541,10,269
1542,10,106
1543,10,236
1544,10,41
1545,10,170
1546,10,284
1547,10,224
1548,10,109
1549,10,147
1550,10,89
1551,10,281
1552,10,286
1553,10,103
1554,10,51
1555,10,245
1556,10,277
1557,10,162
1558,10,297
1559,10,196
1560,10,270
1561,10,225
1562,10,165
1563,10,14
1564,10,39
1565,10,98
1566,10,256
1567,10,50
1568,10,184
1569,10,239
1570,10,194
1571,10,2
1572,10,231
1573,10,183
1574,10,211
1575,10,275
1576,10,217
1577,10,79
1578,10,48
1579,10,204
1580,10,161
1581,10,149
1582,10,231
1583,10,99
1584,10,198
1585,10,17
1586,10,84
1587,10,30
1588,10,251
1589,10,65
1590,10,295
1591,10,206
1592,10,217
1593,10,165
1594,10,254
1595,10,43
1596,10,245
1597,10,70
1598,10,50
1599,10,153
1600,10,145
1601,10,245
1602,10,131
1603,10,93
1604,10,130
1605,10,221
1606,10,68
1607,10,130
1608,10,18
1609,10,86
1610,10,295
1611,10,122
1612,10,297
1613,10,192
1614,10,123
1615,10,71
1616,10,151
1617,10,164
1618,10,99
1619,10,236
1620,10,69
1621,10,204
1622,10,166
1623,10,292
1624,10,203
1625,10,289
1626,10,264
1627,10,261
1628,10,29
1629,10,240
1630,10,206
1631,10,166
1632,10,145
1633,10,119
1634,10,95
1635,10,68
1636,10,17
1637,10,142
1638,10,32
1639,10,222
1640,10,157
1641,10,126
1642,10,93
1643,10,168
1644,10,76
1645,10,27
1646,10,279
1647,10,246
1648,10,91
1649,10,291
1650,10,222
1651,10,22
1652,10,8
1653,10,277
1654,10,13
1655,10,298
1656,10,124
1657,10,12
1658,10,77
1659,10,268
1660,10,231
1661,10,146
1662,10,177
1663,10,254
1664,10,260
1665,10,153
1666,10,82
1667,10,57
1668,10,161
1669,10,262
1670,10,178
1671,10,19
1672,10,190
1673,10,63
1674,10,170
1675,10,55
1676,10,6
1677,10,99
1678,10,48
1679,10,80
1680,10,268
1681,10,32
1682,10,125
1683,10,88
1684,10,228
1685,10,231
1686,10,106
1687,10,211
1688,10,219
1689,10,51
1690,10,286
1691,10,99
1692,10,85
1693,10,142
1694,10,53
1695,10,131
1696,10,5
1697,10,153
1698,10,187
1699,10,290
1700,10,106
1701,10,296
1702,10,132
1703,10,246
1704,10,225
1705,10,191
1706,10,68
1707,10,238
1708,10,202
1709,10,293
1710,10,41
1711,10,13
1712,10,104
1713,10,53
1714,10,165
1715,10,156
1716,10,25
1717,10,203
1718,10,145
1719,10,213
1720,10,127
1721,10,55
1722,10,54
1723,10,227
1724,10,27
1725,10,268
1726,10,211
1727,10,19
1728,10,100
1729,10,137
1730,10,204
1731,10,205
1732,10,165
1733,10,54
1734,10,254
1735,10,291
1736,10,291
1737,10,163
1738,10,171
1739,10,125
1740,10,225
1741,10,19
1742,10,220
1743,10,133
1744,10,229
1745,10,51
1746,10,291
1747,10,285
1748,10,161
1749,10,208
1750,10,105
1751,10,152
1752,10,221
1753,10,84
1754,10,250
1755,10,62
1756,10,255
1757,10,125
1758,10,52
1759,10,164
1760,10,47
1761,10,217
1762,10,25
1763,10,178
1764,10,128
1765,10,35
1766,10,80
1767,10,254
1768,10,193
1769,10,95
1770,10,280
1771,10,127
1772,10,199
1773,10,264
1774,10,206
1775,10,99
1776,10,184
1777,10,30
1778,10,221
1779,10,216
1780,10,18
1781,10,51
1782,10,252
1783,10,274
1784,10,3
1785,10,98
1786,10,251
1787,10,152
1788,10,178
1789,10,44
1790,10,165
1791,10,187
1792,10,20
1793,10,89
1794,10,279
1795,10,48
1796,10,155
1797,10,98
1798,10,45
1799,10,11
1800,10,259
1801,10,281
1802,10,103
1803,10,189
1804,10,96
1805,10,299
1806,10,0
1807,10,5
1808,10,286
1809,10,53
1810,10,102
1811,10,27
1812,10,138
1813,10,91
1814,10,177
1815,10,33
1816,10,14
1817,10,233
1818,10,113
1819,10,269
1820,10,165
1821,10,43
1822,10,106
1823,10,227
1824,10,244
1825,10,188
1826,10,90
1827,10,125
1828,10,65
1829,10,164
1830,10,69
1831,10,64
1832,10,36
1833,10,205
1834,10,247
1835,10,175
1836,10,264
1837,10,120
1838,10,233
1839,10,17
1840,10,44
1841,10,80
1842,10,154
1843,10,64
1844,10,30
1845,10,257
1846,10,286
1847,10,175
1848,10,285
1849,10,25
1850,10,249
1851,10,8
1852,10,87
1853,10,68
1854,10,194
1855,10,78
1856,10,116
1857,10,276
1858,10,137
1859,10,213
1860,10,228
1861,10,65
1862,10,257
1863,10,168
1864,10,115
1865,10,169
1866,10,290
1867,10,194
1868,10,66
1869,10,24
1870,10,55
1871,10,56
1872,10,105
1873,10,253
1874,10,7
1875,10,294
1876,10,99
1877,10,78
1878,10,182
1879,10,190
1880,10,57
1881,10,134
1882,10,59
1883,10,99
1884,10,175
1885,10,184
1886,10,247
1887,10,206
1888,10,42
1889,10,292
1890,10,159
1891,10,90
1892,10,265
1893,10,142
1894,10,296
1895,10,254
1896,10,242
1897,10,133
1898,10,49
1899,10,45
1900,10,142
1901,10,126
1902,10,182
1903,10,97
1904,10,192
1905,10,203
1906,10,257
1907,10,94
1908,10,47
1909,10,225
1910,10,19
1911,10,128
1912,10,95
1913,10,228
1914,10,45
1915,10,98
1916,10,206
1917,10,246
1918,10,168
1919,10,223
1920,10,140
1921,10,152
1922,10,299
1923,10,232
1924,10,126
1925,10,245
1926,10,31
1927,10,134
1928,10,55
1929,10,209
1930,10,79
1931,10,24
1932,10,71
1933,10,130
1934,10,276
1935,10,53
1936,10,89
1937,10,70
1938,10,97
1939,10,85
1940,10,143
1941,10,145
1942,10,220
1943,10,164
1944,10,35
1945,10,250
1946,10,123
1947,10,164
1948,10,140
1949,10,208
1950,10,56
1951,10,227
1952,10,279
1953,10,163
1954,10,206
1955,10,152
1956,10,211
1957,10,110
1958,10,285
1959,10,119
1960,10,68
1961,10,204
1962,10,4
1963,10,104
1964,10,222
1965,10,70
1966,10,214
1967,10,210
1968,10,280
1969,10,63
1970,10,290
1971,10,297
1972,10,286
1973,10,262
1974,10,14
1975,10,288
1976,10,224
1977,10,101
1978,10,265
1979,10,27
1980,10,136
1981,10,131
1982,10,233
1983,10,262
1984,10,288
1985,10,137
1986,10,57
1987,10,102
1988,10,61
1989,10,166
1990,10,153
1991,10,204
1992,10,232
1993,10,10
1994,10,41
1995,10,54
1996,10,84
1997,10,134
1998,10,26
1999,10,120
2000,10,70
2001,10,262
2002,10,144
2003,10,169
2004,10,86
2005,10,229
2006,10,172
2007,10,31
2008,10,174
2009,10,247
2010,10,151
2011,10,294
2012,10,193
2013,10,162
2014,10,129
2015,10,189
2016,10,187
2017,10,280
2018,10,225
2019,10,132
2020,10,91
2021,10,46
2022,10,85
2023,10,44
2024,10,143
2025,10,287
2026,10,132
2027,10,288
2028,10,4
2029,10,110
2030,10,29
2031,10,176
2032,10,288
2033,10,102
2034,10,25
2035,10,4
2036,10,203
2037,10,243
2038,10,160
2039,10,80
2040,10,32
2041,10,118
2042,10,31
2043,10,61
2044,10,2
2045,10,58
2046,10,25
2047,10,66
2048,10,137
2049,10,32
2050,10,274
2051,10,161
2052,10,124
2053,10,167
2054,10,250
2055,10,109
2056,10,181
2057,10,286
2058,10,18
2059,10,141
2060,10,19
2061,10,34
2062,10,229
2063,10,12
2064,10,186
2065,10,20
2066,10,192
2067,10,295
2068,10,162
2069,10,58
2070,10,205
2071,10,268
2072,10,146
2073,10,292
2074,10,30
2075,10,222
2076,10,146
2077,10,250
2078,10,6
2079,10,44
2080,10,232
2081,10,46
2082,10,214
2083,10,106
2084,10,51
2085,10,18
2086,10,202
2087,10,298
2088,10,230
2089,10,201
2090,10,223
2091,10,177
2092,10,34
2093,10,156
2094,10,209
2095,10,291
2096,10,268
2097,10,145
2098,10,159
2099,10,10
2100,10,234
2101,10,209
2102,10,263
2103,10,122
2104,10,284
2105,10,93
2106,10,61
2107,10,59
2108,10,54
2109,10,269
2110,10,246
2111,10,18
2112,10,26
2113,10,146
2114,10,47
2115,10,235
2116,10,286
2117,10,91
2118,10,253
2119,10,293
2120,10,9
2121,10,220
2122,10,253
2123,10,90
2124,10,23
2125,10,119
2126,10,72
2127,10,194
2128,10,189
2129,10,288
2130,10,94
2131,10,169
2132,10,72
2133,10,62
2134,10,140
2135,10,143
2136,10,33
2137,10,187
2138,10,238
2139,10,52
2140,10,157
